Year_Birth;Education;Marital_Status;Income;Kidhome;Teenhome;Recency;MntWines;MntFruits;MntMeatProducts;MntFishProducts;MntSweetProducts;MntGoldProds;NumDealsPurchases;NumWebPurchases;NumCatalogPurchases;NumStorePurchases;NumWebVisitsMonth;Complain
1955;1;2;49431.0;0;1;9;219.0;3.0;100.0;26.0;0.0;17.0;2.0;7.0;1.0;5;8.0;0.0
1953;1;5;61278.0;0;1;87;111.0;3.0;28.0;2.0;6.0;15.0;2.0;3.0;1.0;4;6.0;0.0
1958;3;5;26490.0;0;0;92;45.0;47.0;52.0;21.0;20.0;25.0;2.0;3.0;1.0;5;6.0;0.0
1947;4;5;73059.0;0;1;36;410.0;112.0;420.0;0.0;82.0;71.0;1.0;9.0;3.0;13;4.0;0.0
1966;4;4;46734.0;1;2;86;100.0;1.0;39.0;6.0;1.0;76.0;4.0;3.0;2.0;3;6.0;0.0
1963;1;5;56253.0;0;1;83;509.0;0.0;65.0;7.0;11.0;5.0;4.0;7.0;2.0;9;6.0;0.0
1985;1;3;19986.0;1;0;74;3.0;6.0;5.0;0.0;2.0;6.0;1.0;0.0;0.0;3;7.0;0.0
1975;1;6;58330.0;0;1;87;445.0;53.0;213.0;104.0;98.0;151.0;1.0;6.0;4.0;13;4.0;0.0
1980;0;3;25965.0;0;0;29;2.0;2.0;11.0;41.0;7.0;11.0;1.0;2.0;0.0;3;8.0;0.0
1956;2;5;14661.0;0;0;88;4.0;1.0;11.0;6.0;2.0;2.0;1.0;1.0;0.0;3;6.0;0.0
1959;1;3;18690.0;0;0;77;6.0;1.0;7.0;23.0;4.0;19.0;1.0;1.0;1.0;2;8.0;0.0
1974;4;5;45068.0;0;1;25;14.0;0.0;3.0;0.0;0.0;3.0;1.0;1.0;0.0;2;7.0;0.0
1987;0;4;21063.0;1;0;34;1.0;10.0;11.0;19.0;3.0;15.0;2.0;2.0;0.0;3;6.0;0.0
1968;4;3;29187.0;1;0;43;26.0;0.0;6.0;0.0;0.0;2.0;1.0;1.0;0.0;3;8.0;0.0
1971;3;3;54690.0;1;1;76;111.0;16.0;37.0;7.0;9.0;18.0;3.0;3.0;1.0;5;3.0;0.0
1964;4;3;59304.0;0;1;81;418.0;61.0;428.0;80.0;51.0;10.0;3.0;7.0;8.0;10;5.0;0.0
1962;2;4;59247.0;0;2;87;327.0;9.0;122.0;19.0;14.0;83.0;5.0;5.0;2.0;9;6.0;0.0
1970;1;6;66731.0;0;1;33;371.0;146.6455714594779;194.0;58.0;106.0;141.0;4.0;4.0;3.0;6;3.0;0.0
1980;1;3;77353.0;0;1;38;275.0;59.0;107.0;69.0;101.0;59.0;2.0;6.0;4.0;8;4.0;0.0
1975;4;4;52614.0;0;1;63;789.0;0.0;142.0;12.0;9.0;38.0;2.0;2.0;4.0;8;8.0;0.0
1974;1;3;26751.0;2;0;26;1.0;1.0;5.0;0.0;3.0;1.0;1.0;1.0;0.0;2;8.0;0.0
1963;4;3;81300.0;0;1;17;1004.0;12.0;145.0;32.0;12.0;36.0;3.0;10.0;3.0;5;5.0;0.0
1979;1;4;70337.0;0;0;75;187.0;81.0;149.0;25.0;43.0;91.0;1.0;2.0;2.0;12;1.0;0.0
1985;3;3;36145.0;1;0;13;56.0;4.0;76.0;17.0;1.0;18.0;4.0;4.0;1.0;3;9.0;0.0
1980;4;4;65295.0;0;0;19;365.0;32.0;117.0;34.0;110.0;6.0;1.0;3.0;3.0;13;2.0;0.0
1963;1;2;68118.0;0;1;51;595.0;23.0;123.0;10.0;23.0;154.0;2.0;8.0;9.0;4;6.0;0.0
1967;1;2;68743.0;0;0;81;1132.0;134.0;384.0;175.0;134.0;115.0;1.0;11.0;5.0;13;7.0;0.0
1982;3;5;41039.0;0;0;32;34.0;11.0;137.0;179.0;61.0;45.0;1.0;8.0;1.0;5;8.0;0.0
1955;1;5;38946.0;0;1;84;116.0;6.0;82.0;6.0;6.0;41.0;2.0;3.0;1.0;6;5.0;0.0
1967;1;5;65777.0;0;0;87;565.0;32.0;435.0;28.0;32.0;54.0;1.0;2.0;8.0;6;1.0;0.0
1976;4;2;66476.0;0;1;99;372.0;18.0;126.0;47.0;48.0;78.0;2.0;5.0;2.0;11;4.0;0.0
1972;4;4;86857.0;0;0;96;899.0;102.0;820.2565973619579;133.0;102.0;40.0;1.0;5.0;6.0;10;2.0;0.0
1989;4;5;77845.0;0;0;40;760.0;40.0;480.0;0.0;40.0;26.0;1.0;3.0;5.0;12;1.0;0.0
1969;4;5;69476.0;0;0;3;260.0;86.0;559.0;63.0;9.0;67.0;1.0;4.0;6.0;4;2.0;0.0
1960;4;2;50611.0;0;1;98;459.0;0.0;24.0;6.0;0.0;4.0;6.0;4.0;5.0;7;6.0;0.0
1970;1;4;61209.0;0;0;73;466.0;0.0;224.0;119.0;49.0;99.0;1.0;5.0;3.0;4;2.0;0.0
1958;2;5;42315.0;0;1;90;67.0;15.0;80.0;17.0;11.0;80.0;3.0;1.0;4.0;4;3.0;0.0
1952;0;5;13084.0;0;0;29;2.0;0.0;7.0;3.0;7.0;10.0;1.0;1.0;0.0;3;6.0;0.0
1949;2;6;47570.0;1;1;3;67.0;1.0;20.0;0.0;2.0;31.0;3.0;2.0;2.0;2;7.0;0.0
1961;2;3;61923.0;0;2;94;92.0;4.0;18.0;3.0;3.0;6.0;1.0;2.0;1.0;4;3.0;0.0
1995;1;4;34824.0;0;0;65;4.0;2.0;11.0;2.0;0.0;4.0;1.0;1.0;0.0;2;6.0;0.0
1949;4;4;26518.0;1;1;33;20.0;1.0;28.0;3.0;3.0;2.0;3.0;2.0;0.0;3;8.0;0.0
1961;1;4;45938.0;0;0;46;273.0;11.0;178.0;62.0;83.0;29.0;2.0;8.0;4.0;6;6.0;0.0
1960;1;5;78468.0;0;0;29;434.0;22.0;388.0;104.0;22.0;34.0;1.0;10.0;7.0;10;4.0;0.0
1973;1;2;78901.0;0;1;99;321.0;11.0;309.0;33.0;26.0;34.0;3.0;9.0;3.0;5;4.0;0.0
1978;1;3;71427.0;2;0;26;212.0;123.0;177.0;15.0;64.0;23.0;2.0;8.0;2.0;8;4.0;0.0
1978;1;2;71022.0;0;1;30;909.0;12.0;278.0;0.0;12.0;200.27102189365988;3.0;5.0;2.0;11;8.0;0.0
1988;2;4;90247.0;0;0;27;1184.0;32.0;352.0;21.0;16.0;16.0;1.0;3.0;4.0;7;1.0;0.0
1968;2;2;41335.0;1;0;24;112.0;19.0;21.0;16.0;14.0;5.0;3.0;4.0;1.0;4;7.0;0.0
1986;1;3;71952.0;1;0;93;656.0;80.0;455.0;52.0;107.0;93.0;2.0;8.0;4.0;8;4.0;0.0
1970;4;2;35682.0;1;0;34;23.0;0.0;8.0;6.0;2.0;18.0;1.0;1.0;1.0;3;2.0;0.0
1951;1;2;43185.0;0;1;88;537.0;6.0;42.0;16.0;6.0;30.0;2.0;9.0;3.0;6;8.0;0.0
1948;4;5;66375.0;0;1;96;712.0;0.0;45.0;0.0;0.0;191.0;3.0;2.0;4.0;5;7.0;0.0
1971;2;3;35178.0;1;0;10;23.0;1.0;13.0;2.0;2.0;18.0;1.0;1.0;1.0;2;7.0;0.0
1986;1;3;25252.0;1;0;26;1.0;3.0;4.0;2.0;2.0;6.0;1.0;1.0;0.0;2;8.0;0.0
1965;2;4;55250.0;0;1;49;664.0;58.0;83.0;32.0;0.0;66.0;4.0;7.0;5.0;10;5.0;0.0
1975;1;4;33249.0;1;0;11;6.0;10.0;21.0;19.0;14.0;42.0;2.0;2.0;1.0;3;6.0;0.0
1953;1;5;58398.0;0;0;44;299.0;5.0;201.0;21.0;21.0;49.0;3.0;5.0;4.0;8;4.0;0.0
1982;1;5;50272.0;1;0;75;99.0;13.0;66.0;43.0;8.0;4.0;3.0;4.0;1.0;5;7.0;0.0
1975;4;3;76618.0;0;0;64;749.0;40.0;294.0;121.0;150.299786191687;147.0;1.0;3.0;2.0;5;1.0;0.0
1960;3;2;87305.0;0;0;19;345.0;25.0;501.0;63.0;138.0;80.0;1.0;5.0;3.0;8;2.0;0.0
1978;1;5;25851.0;1;0;45;9.0;4.0;18.0;7.0;5.0;5.0;2.0;2.0;0.0;3;7.0;0.0
1970;1;2;58710.0;0;1;77;440.0;81.0;368.0;0.0;122.0;174.0;6.0;11.0;5.0;9;6.0;0.0
1958;1;4;45160.0;1;1;9;8.0;2.0;5.0;3.0;0.0;3.0;1.0;1.0;0.0;2;7.0;0.0
1965;2;3;74806.0;0;1;1;670.0;9.0;249.0;0.0;28.0;9.0;2.0;5.0;4.0;5;4.0;0.0
1954;1;3;59111.0;0;0;90;524.0;0.0;134.0;28.0;28.0;155.0;1.0;11.0;1.0;8;7.0;0.0
1984;4;3;18988.0;1;0;43;6.0;0.0;6.0;2.0;1.0;1.0;2.0;1.0;0.0;3;7.0;0.0
1965;1;3;72190.0;0;0;79;597.0;146.6455714594779;597.0;172.0;150.299786191687;200.27102189365988;1.0;5.0;6.0;4;3.0;0.0
1976;1;3;7500.0;1;0;19;7.0;0.0;12.0;13.0;7.0;32.0;5.0;4.0;1.0;2;9.0;0.0
1966;1;3;44794.0;0;1;99;54.0;0.0;7.0;0.0;0.0;4.0;1.0;2.0;0.0;3;6.0;0.0
1955;1;3;80395.0;0;0;62;445.0;25.0;706.0;80.0;76.0;48.0;1.0;6.0;5.0;12;2.0;0.0
1976;2;2;75012.0;0;0;41;294.0;142.0;218.0;164.0;58.0;151.0;1.0;3.0;8.0;11;1.0;0.0
1965;2;3;56962.0;2;1;60;292.0;3.0;77.0;10.0;3.0;26.0;6.674673391341949;6.0;3.0;5;7.0;0.0
1991;1;5;89891.0;0;0;17;412.0;22.0;132.0;59.0;28.0;183.0;1.0;11.0;6.0;8;4.0;0.0
1949;4;2;35946.0;1;1;24;8.0;0.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;3;5.0;0.0
1978;1;3;66373.0;1;1;57;328.0;9.0;124.0;12.0;24.0;109.0;6.674673391341949;4.0;2.0;10;3.0;0.0
1948;4;2;45072.0;1;2;74;144.0;2.0;99.0;7.0;2.0;30.0;5.0;6.0;1.0;4;8.0;0.0
1973;1;2;89694.0;1;1;22;1126.0;28.0;211.0;37.0;28.0;42.0;3.0;4.0;3.0;4;5.0;0.0
1949;1;3;72025.0;0;0;46;967.0;0.0;617.0;43.0;50.0;0.0;1.0;4.0;8.0;13;2.0;0.0
1973;1;3;67432.0;0;1;69;432.0;79.0;341.0;177.0;136.0;170.0;2.0;8.0;5.0;4;4.0;0.0
1952;2;5;70545.0;0;1;29;138.0;39.0;63.0;55.0;18.0;21.0;1.0;4.0;1.0;7;2.0;0.0
1989;0;3;17487.0;1;0;37;0.0;0.0;1.0;7.0;4.0;6.0;1.0;1.0;0.0;2;7.0;0.0
1969;1;5;62882.0;0;1;26;509.0;133.0;497.0;78.0;24.0;97.0;2.0;7.0;5.0;6;4.0;0.0
1953;4;4;64108.0;0;1;8;948.0;10.0;86.0;13.0;21.0;21.0;4.0;6.0;9.0;11;5.0;0.0
1956;2;5;34941.0;1;1;26;39.0;2.0;25.0;4.0;3.0;24.0;2.0;3.0;0.0;3;8.0;0.0
1950;4;4;48767.0;1;2;79;28.0;1.0;21.0;3.0;0.0;10.0;3.0;2.0;1.0;3;5.0;0.0
1978;3;5;38702.0;1;0;71;13.0;11.0;24.0;13.0;8.0;40.0;2.0;3.0;0.0;4;6.0;0.0
1964;1;3;82224.0;0;0;83;307.0;26.0;360.0;138.0;31.0;40.0;1.0;6.0;9.0;5;3.0;0.0
1952;1;5;83844.0;0;0;57;901.0;31.0;345.0;75.0;31.0;191.0;1.0;4.0;4.0;11;1.0;0.0
1975;3;3;17003.0;1;0;37;2.0;5.0;12.0;4.0;8.0;7.0;3.0;2.0;0.0;4;5.0;0.0
1995;1;4;71163.0;0;0;30;283.0;17.0;372.0;138.0;106.0;44.0;1.0;3.0;8.0;12;1.0;0.0
1970;1;4;33697.0;1;0;34;4.0;3.0;7.0;0.0;3.0;11.0;1.0;1.0;0.0;2;7.0;0.0
1954;3;3;63564.0;0;0;0;769.0;80.0;252.0;15.0;34.0;65.0;1.0;10.0;10.0;7;6.0;0.0
1972;4;5;83443.0;0;0;89;518.0;42.0;742.0;55.0;56.0;84.0;1.0;6.0;10.0;5;2.0;0.0
1958;4;5;51518.0;0;1;92;350.0;8.0;66.0;17.0;4.0;4.0;2.0;3.0;2.0;10;3.0;0.0
1975;1;6;58330.0;0;1;87;445.0;53.0;213.0;104.0;98.0;151.0;1.0;6.0;4.0;13;4.0;0.0
1969;1;3;80952.0;0;0;20;778.0;146.6455714594779;689.0;41.0;27.0;44.0;1.0;8.0;5.0;11;8.0;0.0
1979;1;5;75507.0;0;0;56;709.0;93.0;374.0;104.0;80.0;80.0;1.0;8.0;6.0;6;3.0;0.0
1978;3;5;63855.0;0;0;28;359.0;35.0;314.0;93.0;116.0;89.0;1.0;7.0;3.0;13;4.0;0.0
1972;4;5;62220.0;0;1;55;799.0;12.0;375.0;16.0;12.0;12.0;5.0;7.0;6.0;5;6.0;0.0
1964;1;3;58512.0;0;1;25;895.0;10.0;101.0;13.0;0.0;152.0;5.0;3.0;4.0;8;8.0;0.0
1979;2;3;40662.0;1;0;0;40.0;2.0;23.0;0.0;4.0;23.0;2.0;2.0;1.0;3;4.0;0.0
1959;4;3;38829.0;0;1;86;76.0;0.0;7.0;0.0;0.0;16.0;1.0;3.0;2.0;2;5.0;0.0
1981;3;3;35523.0;1;0;8;11.0;5.0;22.0;12.0;5.0;11.0;2.0;3.0;0.0;3;7.0;0.0
1967;1;4;79146.0;1;1;33;245.0;16.0;223.0;21.0;43.0;16.0;2.0;8.0;1.0;8;6.0;0.0
1988;2;3;78285.0;0;0;13;647.0;107.0;391.0;175.0;67.0;40.0;1.0;6.0;4.0;10;3.0;0.0
1978;4;4;31626.0;1;0;12;39.0;1.0;9.0;2.0;1.0;34.0;1.0;2.0;1.0;2;7.0;0.0
1952;1;4;75127.0;0;0;92;203.0;35.0;305.0;46.0;17.0;200.27102189365988;1.0;2.0;10.910125224068649;5;1.0;0.0
1955;1;3;48726.0;0;1;90;138.0;3.0;38.0;4.0;0.0;59.0;3.0;3.0;2.0;4;6.0;0.0
1977;1;3;74985.0;0;0;8;587.0;51.0;820.2565973619579;202.59642869944088;0.0;86.0;1.0;3.0;6.0;7;2.0;0.0
1987;1;5;67430.0;0;0;6;595.0;97.0;291.0;127.0;133.0;121.0;1.0;11.0;5.0;12;6.0;0.0
1965;3;3;46891.0;0;1;91;43.0;12.0;23.0;29.0;15.0;61.0;1.0;2.0;1.0;4;4.0;0.0
1956;2;3;62058.0;0;1;52;301.0;7.0;74.0;10.0;0.0;58.0;4.0;6.0;1.0;7;6.0;0.0
1979;1;3;72063.0;0;1;3;180.0;32.0;348.0;76.0;32.0;90.0;2.0;5.0;2.0;12;2.0;0.0
1951;4;3;78939.0;0;0;57;794.0;115.0;243.0;150.0;0.0;200.27102189365988;1.0;8.0;5.0;6;3.0;0.0
1972;1;3;33622.0;1;1;22;39.0;1.0;22.0;3.0;4.0;12.0;3.0;2.0;0.0;4;7.0;0.0
1957;4;5;6835.0;0;1;76;107.0;2.0;12.0;2.0;2.0;12.0;0.0;0.0;0.0;1;12.366082379114737;0.0
1953;1;5;41452.0;1;1;86;13.0;0.0;3.0;0.0;0.0;0.0;1.0;1.0;0.0;2;7.0;0.0
1965;4;4;40760.0;0;1;64;70.0;0.0;17.0;0.0;0.0;6.0;2.0;2.0;1.0;3;6.0;0.0
1958;4;5;74250.0;0;0;90;680.0;11.0;392.0;75.0;0.0;0.0;1.0;2.0;10.910125224068649;4;1.0;0.0
1955;2;4;51124.0;1;1;79;26.0;1.0;11.0;0.0;1.0;4.0;2.0;1.0;0.0;3;3.0;0.0
1971;1;4;72258.0;0;1;28;522.0;0.0;522.0;202.59642869944088;120.0;134.0;2.0;6.0;9.0;5;2.0;0.0
1974;4;4;71466.0;0;0;86;412.0;12.0;546.0;78.0;150.299786191687;0.0;1.0;4.0;4.0;10;1.0;0.0
1976;1;5;36283.0;1;1;42;6.0;5.0;5.0;8.0;0.0;5.0;2.0;1.0;0.0;3;4.0;0.0
1970;1;4;20587.0;1;0;39;2.0;3.0;6.0;4.0;1.0;9.0;1.0;1.0;1.0;2;7.0;0.0
1972;1;3;30467.0;1;0;8;1.0;3.0;8.0;2.0;5.0;5.0;1.0;1.0;0.0;2;7.0;0.0
1972;1;5;31590.0;1;0;40;6.0;2.0;15.0;6.0;6.0;3.0;1.0;1.0;0.0;3;8.0;0.0
1986;0;3;20425.0;1;0;5;4.0;12.0;5.0;3.0;16.0;17.0;2.0;2.0;0.0;3;7.0;0.0
1960;2;5;17144.0;1;1;96;18.0;2.0;19.0;0.0;2.0;6.0;5.0;3.0;0.0;4;7.0;0.0
1968;4;2;42564.0;0;1;28;324.0;48.0;186.0;39.0;18.0;198.0;6.0;6.0;8.0;4;7.0;0.0
1978;2;3;43783.0;1;0;22;327.0;9.0;125.0;25.0;4.0;139.0;6.0;7.0;1.0;8;7.0;0.0
1976;1;2;40780.0;0;1;30;229.0;27.0;71.0;13.0;3.0;34.0;4.0;7.0;1.0;5;9.0;0.0
1945;2;5;62847.0;0;0;45;521.0;146.6455714594779;706.0;80.0;76.0;61.0;1.0;3.0;6.0;4;2.0;0.0
1957;4;3;82017.0;0;0;58;184.0;23.0;446.0;30.0;23.0;23.0;1.0;5.0;4.0;7;2.0;0.0
1950;1;4;16813.0;0;0;49;4.0;8.0;11.0;12.0;2.0;13.0;1.0;2.0;0.0;3;7.0;0.0
1978;1;3;51267.0;1;1;37;183.0;2.0;64.0;7.0;2.0;12.0;4.0;3.0;3.0;5;4.0;0.0
1961;1;4;46524.0;0;1;70;31.0;19.0;35.0;26.0;14.0;52.0;2.0;1.0;1.0;5;3.0;0.0
1962;2;4;45183.0;0;0;33;219.0;3.0;60.0;12.0;9.0;12.0;1.0;4.0;1.0;7;7.0;0.0
1954;4;3;70421.0;0;1;98;479.0;28.0;136.0;75.0;14.0;35.0;3.0;10.0;3.0;7;6.0;0.0
1965;3;2;60161.0;0;1;17;584.0;44.0;212.0;46.0;8.0;177.0;3.0;11.0;4.0;8;8.0;0.0
1973;1;5;73926.0;0;0;54;627.0;91.0;597.0;159.0;91.0;15.0;1.0;6.0;5.0;12;3.0;0.0
1968;1;3;19329.0;1;0;39;24.0;1.0;16.0;12.0;2.0;5.0;3.0;4.0;0.0;3;8.0;0.0
1970;2;3;61872.0;0;1;81;330.0;5.0;159.0;36.0;27.0;16.0;4.0;4.0;4.0;9;4.0;0.0
1956;1;6;46984.0;1;1;71;19.0;1.0;10.0;2.0;1.0;8.0;1.0;1.0;0.0;3;5.0;0.0
1951;1;3;34838.0;1;1;62;28.0;23.0;29.0;29.0;14.0;47.0;3.0;2.0;1.0;4;6.0;0.0
1944;4;4;82716.0;0;0;8;606.0;146.6455714594779;228.0;15.0;148.0;22.0;1.0;6.0;8.0;13;2.0;0.0
1958;1;3;48192.0;0;0;76;1039.0;43.0;204.0;153.0;58.0;29.0;3.0;2.0;8.0;12;8.0;0.0
1976;2;3;49681.0;0;2;66;411.0;0.0;26.0;0.0;0.0;21.0;6.0;7.0;1.0;7;7.0;0.0
1971;2;3;56850.0;0;1;83;34.0;1.0;19.0;2.0;7.0;0.0;1.0;1.0;1.0;3;2.0;0.0
1957;1;3;55267.0;0;1;28;161.0;28.0;136.0;32.0;3.0;45.0;4.0;3.0;4.0;6;3.0;0.0
1972;1;3;59666.0;1;1;87;623.0;53.0;178.0;23.0;17.0;133.0;6.674673391341949;3.0;2.0;8;8.0;0.0
1972;1;4;72504.0;0;1;43;604.0;26.0;470.0;123.0;150.299786191687;94.0;2.0;5.0;9.0;6;2.0;0.0
1981;1;3;26872.0;0;0;0;3.0;10.0;8.0;3.0;16.0;32.0;1.0;1.0;1.0;2;6.0;0.0
1972;1;4;21359.0;1;0;1;12.0;2.0;17.0;6.0;1.0;10.0;2.0;2.0;0.0;3;8.0;0.0
1975;1;4;73170.0;0;0;1;184.0;146.6455714594779;256.0;50.0;30.0;32.0;1.0;5.0;4.0;6;2.0;0.0
1955;2;3;52750.0;0;1;72;393.0;0.0;239.0;90.0;69.0;69.0;6.0;5.0;7.0;9;4.0;0.0
1986;4;5;91820.0;0;0;72;410.0;73.0;747.0;76.0;150.299786191687;30.0;0.0;5.0;5.0;12;1.0;0.0
1970;4;5;65968.0;0;1;12;376.0;9.0;83.0;19.0;4.0;4.0;2.0;5.0;4.0;7;3.0;0.0
1976;1;3;30772.0;1;1;89;7.0;2.0;4.0;2.0;1.0;4.0;1.0;1.0;0.0;2;6.0;0.0
1954;1;4;22507.0;0;0;67;68.0;0.0;226.0;51.0;150.299786191687;68.0;3.0;10.0;2.0;4;9.0;0.0
1972;1;3;65685.0;0;1;54;642.0;14.0;49.0;0.0;7.0;57.0;1.0;9.0;2.0;9;5.0;0.0
1978;3;3;25804.0;1;0;34;8.0;7.0;9.0;13.0;6.0;12.0;2.0;2.0;0.0;3;8.0;0.0
1980;4;4;76412.0;0;0;15;840.0;53.0;804.0;23.0;71.0;17.0;1.0;5.0;4.0;8;3.0;0.0
1972;1;3;22063.0;1;0;43;7.0;10.0;13.0;3.0;11.0;11.0;2.0;2.0;0.0;3;7.0;0.0
1961;1;4;57091.0;0;0;0;464.0;5.0;64.0;7.0;0.0;37.0;1.0;7.0;3.0;7;5.0;0.0
1963;1;3;22419.0;0;0;74;30.0;3.0;47.0;19.0;21.0;42.0;1.0;3.0;2.0;2;8.0;0.0
1959;1;5;87771.0;0;1;61;1314.5179221227115;38.0;287.0;50.0;57.0;33.0;1.0;5.0;10.0;4;6.0;0.0
1959;3;2;78353.0;0;1;51;752.0;122.0;476.0;39.0;150.299786191687;34.0;1.0;10.0;2.0;11;8.0;0.0
1954;1;3;93404.0;1;2;97;1279.0;15.0;287.0;20.0;0.0;15.0;3.0;3.0;4.0;7;5.0;0.0
1962;1;2;37859.0;1;2;75;22.0;1.0;8.0;2.0;1.0;2.0;2.0;1.0;0.0;3;8.0;0.0
1958;4;6;80995.0;0;1;83;860.0;28.0;409.0;73.0;56.0;56.0;1.0;8.0;9.0;4;4.0;0.0
1984;1;5;16529.0;1;0;23;3.0;0.0;5.0;13.0;0.0;1.0;1.0;1.0;0.0;3;6.0;0.0
1976;4;2;55412.0;1;1;65;10.0;5.0;28.0;11.0;1.0;8.0;1.0;2.0;0.0;3;5.0;0.0
1992;1;4;48789.0;0;0;94;351.0;16.0;156.0;7.0;5.0;145.0;1.0;6.0;4.0;7;6.0;0.0
1967;4;5;56575.0;0;2;42;421.0;5.0;90.0;0.0;16.0;10.0;3.0;7.0;3.0;7;5.0;0.0
1980;3;5;25130.0;1;0;10;2.0;5.0;7.0;0.0;18.0;18.0;2.0;2.0;0.0;3;7.0;0.0
1967;1;3;35441.0;1;1;94;25.0;1.0;9.0;2.0;1.0;1.0;2.0;1.0;0.0;3;8.0;0.0
1956;1;3;71391.0;0;1;50;336.0;123.0;274.0;46.0;123.0;141.0;5.0;6.0;5.0;12;3.0;0.0
1972;2;4;49494.0;1;0;46;191.0;9.0;97.0;0.0;6.0;82.0;2.0;6.0;1.0;5;7.0;0.0
1980;1;2;81702.0;0;0;98;563.0;50.0;774.0;28.0;31.0;187.0;1.0;7.0;7.0;12;3.0;0.0
1980;3;4;45889.0;0;1;42;31.0;0.0;6.0;0.0;1.0;8.0;1.0;1.0;0.0;3;6.0;0.0
1977;1;4;56628.0;0;1;30;479.0;5.0;82.0;7.0;17.0;171.0;2.0;7.0;6.0;5;5.0;0.0
1950;1;5;34026.0;1;1;11;18.0;6.0;15.0;12.0;8.0;17.0;3.0;2.0;1.0;3;5.0;0.0
1974;1;3;40049.0;0;1;61;91.0;65.0;52.0;10.0;44.0;28.0;3.0;3.0;2.0;6;5.0;0.0
1988;1;4;34176.0;1;0;12;5.0;7.0;24.0;19.0;14.0;20.0;4.0;3.0;0.0;4;6.0;0.0
1981;1;3;19419.0;1;0;76;2.0;14.0;28.0;16.0;3.0;7.0;4.0;4.0;0.0;3;9.0;0.0
1960;3;3;82504.0;0;0;2;362.0;50.0;431.0;134.0;35.0;54.0;1.0;3.0;6.0;7;1.0;0.0
1970;1;5;81205.0;0;0;43;724.0;74.0;820.2565973619579;97.0;55.0;130.0;1.0;5.0;6.0;7;2.0;0.0
1991;3;4;61618.0;0;0;27;605.0;91.0;399.0;0.0;45.0;200.27102189365988;2.0;3.0;6.0;8;3.0;0.0
1956;2;4;55284.0;0;1;60;547.0;7.0;140.0;0.0;7.0;63.0;3.0;7.0;5.0;8;5.0;0.0
1963;1;4;49980.0;0;1;79;104.0;1.0;54.0;13.0;9.0;14.0;2.0;3.0;1.0;5;5.0;0.0
1980;1;3;15072.0;2;0;96;8.0;2.0;15.0;0.0;10.0;18.0;4.0;3.0;1.0;3;5.0;0.0
1974;1;4;49166.0;0;1;17;224.0;2.0;25.0;7.0;0.0;110.0;2.0;5.0;3.0;3;6.0;0.0
1954;4;3;65324.0;0;1;0;384.0;0.0;102.0;21.0;32.0;5.0;3.0;6.0;2.0;9;4.0;0.0
1957;3;3;82347.0;0;0;38;556.0;54.0;820.2565973619579;202.0;133.0;63.0;1.0;7.0;7.0;10;3.0;0.0
1966;4;5;30843.0;1;1;43;24.0;0.0;2.0;0.0;0.0;9.0;2.0;1.0;1.0;2;5.0;0.0
1974;4;3;46374.0;0;1;1;408.0;0.0;21.0;0.0;0.0;17.0;3.0;7.0;1.0;7;8.0;0.0
1979;1;4;60474.0;0;1;25;265.0;146.6455714594779;303.0;202.59642869944088;9.0;170.0;6.674673391341949;10.0;2.0;12;7.0;0.0
1973;2;3;38576.0;0;1;2;34.0;0.0;7.0;0.0;0.0;0.0;1.0;1.0;0.0;3;7.0;0.0
1985;1;3;55357.0;2;0;66;374.0;64.0;116.0;84.0;25.0;64.0;3.0;6.0;2.0;11;5.0;0.0
1966;1;5;37758.0;1;1;49;27.0;2.0;10.0;0.0;0.0;1.0;2.0;1.0;0.0;3;8.0;0.0
1989;3;3;85710.0;0;0;5;600.0;20.0;350.0;29.0;30.0;33.0;1.0;6.0;9.0;10;2.0;0.0
1969;1;5;23228.0;1;0;71;13.0;2.0;18.0;6.0;1.0;0.0;2.0;2.0;0.0;3;8.0;0.0
1969;2;5;44602.0;1;1;35;167.0;2.0;89.0;0.0;0.0;34.0;6.0;6.0;1.0;4;8.0;0.0
1987;1;3;7500.0;0;0;94;0.0;2.0;3.0;4.0;1.0;5.0;1.0;0.0;0.0;3;6.0;0.0
1989;3;5;38683.0;1;0;80;46.0;35.0;69.0;84.0;41.0;66.0;6.0;4.0;1.0;6;7.0;0.0
1975;3;4;49514.0;1;0;61;88.0;39.0;78.0;58.0;13.0;93.0;2.0;6.0;1.0;4;7.0;0.0
1973;4;5;57906.0;0;1;29;243.0;11.0;119.0;10.0;3.0;15.0;3.0;4.0;2.0;8;4.0;0.0
1966;2;4;43456.0;0;1;0;275.0;11.0;68.0;25.0;7.0;7.0;3.0;5.0;1.0;8;5.0;0.0
1986;2;4;19485.0;2;0;80;6.0;0.0;4.0;0.0;0.0;0.0;1.0;1.0;0.0;2;7.0;0.0
1978;1;5;53172.0;0;1;54;121.0;62.0;90.0;68.0;20.0;125.0;3.0;2.0;3.0;8;3.0;0.0
1979;1;5;30545.0;1;0;71;4.0;12.0;15.0;19.0;7.0;12.0;2.0;2.0;0.0;3;7.0;0.0
1983;4;5;70123.0;0;0;27;1308.0;0.0;396.0;23.0;0.0;0.0;1.0;5.0;7.0;4;3.0;0.0
1959;1;4;62450.0;0;1;61;515.0;47.0;267.0;62.0;66.0;38.0;2.0;5.0;5.0;4;3.0;0.0
